0,3327
0,5216
0,9216
1,1425
1,3032
1,6521
1,6906
1,8182
1,8333
1,9841
2,1943
2,2593
3,978
3,2950
3,3565
3,4757
3,9131
4,2680
4,9689
5,1744
5,3942
5,6561
6,230
6,3981
6,4617
6,5746
6,6773
6,8406
7,1558
7,4749
7,5467
7,7947
7,9550
8,1681
8,3912
8,5632
8,5709
8,6350
9,366
9,3682
9,6594
9,9511
9,9608
10,3240
10,3425
10,5624
10,6998
10,9152
10,9888
11,75
11,1069
11,2095
11,2125
11,4818
11,5645
11,6525
11,8801
12,1365
12,4297
12,4570
12,4827
12,6911
12,9816
13,531
13,3369
13,4717
13,5669
13,7030
13,8456
13,9663
14,1113
14,1448
14,1965
14,6426
14,7259
14,8218
15,173
15,859
15,1459
15,2104
15,2621
15,6879
15,9715
16,4826
16,6271
16,8244
16,8578
16,8704
17,1077
17,1745
17,1991
17,4494
18,383
18,2678
18,2892
18,3185
18,3701
18,4586
18,5106
18,5198
18,7835
18,8106
19,77
19,3053
19,4101
19,7524
20,2044
20,3960
20,5706
20,6095
20,7085
21,995
21,1044
21,9928
22,1689
22,2030
22,3461
22,3743
22,5026
23,547
23,748
23,2641
23,3338
23,5107
23,9068
24,755
24,1743
24,2117
24,2801
24,3779
24,3864
24,9794
25,2085
25,2630
25,4339
25,5780
25,6443
25,8920
26,2568
26,2983
26,3561
26,4036
26,4296
26,6833
26,8256
26,8633
27,4410
27,7644
27,8012
27,9184
28,2726
28,3098
28,6762
28,9476
29,1279
29,2426
29,2857
29,2962
29,4289
29,5048
29,5318
29,7864
30,1901
30,3608
30,5197
30,5512
30,7940
30,8057
30,8173
31,102
31,318
31,1775
31,3402
32,1379
32,2152
32,4747
33,1684
33,4921
33,7094
33,8468
34,718
34,788
34,1851
34,3342
34,8466
35,4390
35,5409
36,1316
36,2021
36,2589
36,2807
36,3089
36,3437
36,5981
36,7801
36,8524
37,4958
37,5917
37,6881
37,8083
38,2517
38,9883
39,2059
39,3703
39,4566
39,6552
39,7439
40,396
40,2181
40,2518
40,9571
41,3132
41,5974
41,6788
42,1954
42,3143
42,6157
43,2119
43,7588
43,8337
43,8790
44,1386
44,3069
44,3568
44,5351
45,4285
45,5214
45,5824
46,1298
46,2942
46,4063
46,7181
47,361
47,387
47,1372
47,1687
47,3397
47,6580
47,7515
48,150
48,1487
48,6875
48,7817
48,8526
48,9259
49,1043
49,2005
49,2149
49,2412
49,3276
49,3869
49,6895
49,8072
49,8637
49,9344
49,9740
50,1013
50,1621
50,3362
50,4384
50,5226
50,6054
50,9071
51,1100
51,1270
51,3618
51,4755
51,9022
51,9827
52,4101
52,4359
52,9156
53,3685
53,4571
53,7277
53,7737
53,9272
54,6595
54,7693
55,2095
55,3867
55,5624
56,1878
56,2698
56,9480
56,9648
57,3543
57,6167
57,7143
58,2350
58,2558
58,2674
58,4007
58,4078
58,4311
58,4715
58,5356
58,5749
58,5777
58,8694
58,9350
59,455
59,2520
59,3376
59,5393
59,5516
59,5597
59,9297
59,9304
60,920
60,8157
60,8824
60,9361
61,177
61,913
61,4036
61,6170
61,6930
61,7256
61,8266
61,8502
62,2016
62,5425
62,6801
62,7161
62,9387
63,319
63,4113
63,7324
63,7528
63,9316
63,9370
64,148
64,1064
64,7229
64,8409
64,8473
65,1453
65,3486
65,4438
65,6735
65,6776
65,7368
66,431
66,2346
66,3542
66,6186
66,7135
66,7221
67,790
67,2783
67,6042
67,7018
67,8581
68,429
68,2107
68,2679
68,3331
68,5122
68,5676
68,6020
68,7569
69,1055
69,5919
69,6447
70,646
70,2267
70,3689
70,9873
71,5572
71,8990
71,9153
72,3096
72,6380
73,3482
73,5845
73,8964
73,9907
74,1853
74,2657
74,4020
74,4450
74,8363
74,8761
75,5731
75,6667
75,7516
76,3326
76,5872
76,7125
76,7720
76,8090
77,1053
77,4423
77,9907
78,290
78,2297
78,2960
78,4842
78,6027
78,7716
78,8349
78,9586
79,6024
79,6668
79,6895
79,7543
80,1489
80,3347
80,3644
80,4387
80,4894
80,7749
80,9935
81,1777
81,3925
81,4188
81,5711
81,7230
81,8683
82,3212
82,5824
82,7017
82,7591
82,9457
83,586
83,1078
83,1151
83,1789
83,2760
83,3005
83,8535
83,9174
84,2848
84,5837
84,8133
84,9912
85,4649
85,5239
85,5777
85,7955
85,8211
85,9048
85,9853
86,223
86,2244
86,2992
86,5467
86,5911
86,7558
86,8404
87,447
87,1504
87,1829
87,1932
87,1993
87,3012
87,3396
87,4972
87,5651
87,5912
87,6110
87,8320
88,3493
88,5507
88,5841
89,4463
89,5781
89,6415
89,7604
89,9797
90,2489
90,4253
90,5536
90,8088
91,841
91,4373
91,6116
91,7691
91,8191
91,8765
91,9964
92,4307
92,4401
92,6644
92,8315
92,8959
92,9386
92,9402
93,1827
93,2121
93,5110
93,5155
93,9482
94,2653
94,3899
94,9147
94,9527
95,2156
95,2184
95,2272
95,3415
95,5382
96,909
96,5625
96,7271
97,1794
97,4217
97,4603
97,4685
97,6553
97,8876
98,712
98,4308
98,5838
98,8645
99,2918
99,3786
99,4579
99,5253
99,6216
99,8906
100,1397
100,6285
100,6992
100,7098
101,299
101,1748
101,2739
101,3669
101,5259
101,6877
101,8798
102,1495
102,3658
102,3938
102,6949
102,7359
102,9095
103,2598
103,5003
103,5410
103,5460
103,8887
103,9196
103,9536
104,3166
104,3747
104,6039
104,6886
104,6909
104,7522
104,8467
105,4496
105,7912
105,8938
106,1252
106,2756
106,2826
106,4607
106,6361
106,9194
107,281
107,4194
107,6222
107,6988
108,1750
108,4694
108,5933
108,6841
108,7315
108,8798
109,2848
109,3486
109,4404
109,6027
110,675
110,2140
110,6986
110,9561
111,141
111,4585
111,5345
111,6144
111,7976
112,2873
112,4576
112,4967
112,7046
112,8650
114,3886
114,4986
114,5697
114,7052
114,7649
115,3572
115,5931
115,6177
115,8132
115,9843
116,3117
117,3098
117,3339
117,6533
117,6625
117,6794
117,7239
117,8950
117,9236
118,1980
118,2977
118,4447
118,7806
118,9346
119,8550
119,9324
121,835
121,2755
121,6314
121,8840
122,346
122,4191
122,5998
122,6084
122,6915
122,8869
123,214
123,1791
123,2487
123,4256
123,4824
123,6375
124,5451
124,7694
124,9897
125,6085
125,7751
126,1025
126,1470
126,5657
126,8553
127,484
127,2109
127,7035
127,9276
128,1666
128,4423
128,4949
128,5544
128,5770
128,9632
129,900
129,1633
129,4843
129,9158
129,9413
130,663
130,819
130,6830
130,8807
131,2385
131,2928
131,3262
131,3627
131,4208
131,4334
131,4865
131,8383
131,9304
132,791
132,1708
132,2936
132,3467
132,4887
132,5128
132,5567
133,946
133,4346
133,5821
133,8089
133,9174
134,449
134,1042
134,4259
134,4540
134,8252
134,9212
135,727
135,1345
135,1621
135,2041
135,6755
135,9931
136,8280
137,629
137,2591
137,6610
137,8206
137,8829
138,563
138,932
138,1610
138,2796
138,3730
138,4080
139,3667
139,5672
139,7598
140,391
140,3308
140,4713
140,8635
140,8679
141,519
141,2593
142,4881
142,4941
143,904
143,2959
143,5927
143,6708
143,7517
143,7615
143,7616
144,3226
144,3819
144,4189
144,5052
144,7381
144,8263
145,3352
146,3655
146,7552
146,8181
146,9312
147,2016
147,2877
147,3697
147,8753
148,598
148,630
148,1677
148,6088
149,642
149,5704
149,6453
149,8400
149,9640
150,155
150,8317
150,8475
150,9432
150,9746
151,1284
151,1342
151,7237
151,9650
152,1095
152,3018
152,3343
152,3575
152,7427
152,8358
152,8638
153,5057
154,7160
154,9864
155,1225
155,2757
155,7383
155,7902
155,9147
156,1566
156,3828
156,8807
156,9111
157,1504
157,2799
157,2961
157,2981
157,3737
157,5920
158,1235
158,2467
158,2951
158,4854
158,6619
159,2439
159,2493
159,9669
160,694
160,721
160,3099
160,3582
160,3681
160,4633
160,5718
161,1076
161,1506
161,4528
161,4823
161,6408
161,6490
161,8756
162,3830
162,3863
162,3964
162,4521
162,4591
162,5410
163,1103
163,1326
163,2063
163,2633
163,3530
163,4183
163,5023
163,6078
163,7172
164,7186
165,2602
165,3022
165,4292
165,4733
165,5593
165,8644
165,9042
166,2186
166,3540
167,5863
167,7239
167,7271
168,1680
168,5302
168,5649
169,2322
170,4649
170,8543
171,205
171,1546
171,5823
171,6352
171,6554
171,6587
171,8242
171,9067
172,801
172,2196
172,6619
173,405
173,972
173,2698
174,1955
174,3063
174,3543
174,4938
174,9950
175,1257
175,1534
175,3779
175,9166
176,1837
176,2219
176,3499
176,4255
176,4990
176,6549
176,8997
176,9879
177,384
177,1156
177,3654
178,425
178,3932
178,4962
178,5076
178,5125
178,9871
179,2895
179,2903
179,3427
179,7046
179,7722
179,9016
180,1595
180,4217
180,4247
180,5043
180,7665
180,8245
181,4236
181,4657
181,5495
182,2537
182,8091
182,9257
182,9648
183,363
183,2994
183,4538
183,5821
183,6381
183,8328
184,7155
184,7533
184,9136
184,9289
185,2713
185,3980
185,5024
185,5067
185,6607
185,9878
186,630
186,2763
186,4643
186,6952
187,3884
187,5435
187,8708
188,1132
188,5521
189,1527
189,2015
189,5800
189,6271
189,7275
189,8323
190,1756
190,4017
190,7101
190,8402
191,1606
191,2619
191,3899
192,3046
192,3375
192,3815
192,8109
193,1760
193,1845
193,4119
193,6534
193,9035
194,3709
194,4792
194,5164
194,6757
194,6850
194,7981
194,9505
195,3866
195,5004
195,8261
195,9421
196,5123
196,6914
196,7382
196,8855
196,9329
197,3543
197,5556
198,2164
198,2359
198,7129
199,4525
199,5690
200,4249
200,5720
200,9864
201,2632
201,2743
201,3276
201,3639
201,7406
201,9667
203,3561
203,6090
203,7866
203,7959
203,8936
204,311
204,2730
205,703
205,3553
205,4631
205,9811
206,615
206,1787
206,8124
207,674
207,963
207,3296
207,5821
207,7862
207,8576
207,8890
208,343
208,867
208,3245
208,4672
208,6001
208,6026
208,7261
208,7514
209,1690
209,2473
209,4707
209,6127
209,6238
209,7465
210,5069
210,6364
210,6897
210,9892
211,3124
211,5915
212,737
212,5015
212,6425
212,8151
212,8491
212,9546
213,499
213,763
213,3014
213,3442
213,4243
213,5561
213,8374
213,8840
213,9155
214,967
214,2703
214,3630
214,4895
214,7051
214,9085
215,1160
215,2775
215,3868
215,5836
215,6187
215,6954
215,9599
216,704
216,1936
216,2609
216,3299
216,4602
216,5555
216,6441
216,7054
216,8530
217,928
217,4077
217,6072
217,6642
217,8880
218,6526
218,7077
218,8485
218,9092
218,9726
219,1493
219,5438
219,6392
219,8889
220,844
220,1075
220,3604
220,5591
220,7112
220,9323
221,1732
221,3307
221,5549
221,8833
222,582
222,584
222,1128
222,2356
222,3697
222,3808
222,4383
222,5046
222,9550
223,3182
223,8799
224,6565
224,8298
224,9614
224,9853
225,397
225,402
225,2472
225,2584
225,2859
225,3725
225,3872
225,7688
225,8034
225,8604
225,8883
225,9866
226,3589
226,4008
226,4286
226,4754
226,6330
226,8614
226,9142
227,3273
227,7851
227,9088
228,267
228,2477
228,2770
228,3631
228,4109
228,8944
229,8846
230,5291
230,6292
230,8133
230,8427
230,8736
230,9093
230,9454
230,9655
231,1551
231,3168
231,4257
231,5259
231,9473
231,9854
233,6617
233,7047
234,3130
234,5986
234,7124
235,3057
235,4512
235,5170
235,5641
236,1444
236,2112
236,2256
236,5804
237,1752
237,1887
237,3985
237,6327
237,7890
237,8894
238,1104
238,5699
238,8514
238,9390
238,9604
239,1518
240,2786
240,2924
240,6646
240,9153
241,3057
241,4799
241,7065
